accountId,name,memberType,city,country,address,additionalInfoAddress,postalCode,stateProvince,phone,websiteUrl,typeOfCompany,capitalUnderManagement,financingStages,industrySector,profile,geoPreferences,funds_json
4e9fd17d-e1f0-ee11-904c-0022489fd083,Join Capital GmbH,Full Member,Berlin,Germany,Strassburger Strasse 55,,10405,,+491732838378,www.join.capital,GP - Independent (no parent),,Growth; Other early stage; Start-up," Enterprise Software, Industrial Software",Join Capital invests Industrial Tech Startups in Europe who want to access the German Industrial Power House.,Europe;,[]
98abd17d-e1f0-ee11-904c-0022489fd083,NAP,Full Member,Berlin,Germany,Novalisstr. 12,,10115,,,www.nap.vc,GP - Independent (no parent),124000000,Other early stage; Seed; Start-up,; All Industry Sectors Software,"NAP is a Berlin-based pre-seed and seed venture capital investor, investing in European technology companies. NAP backs founders who turn non-obvious ideas into realities. The team includes builders and specialists with extensive experience in scaling companies. NAP supports its portfolio companies through capital, guidance, and connections.

NAP’s key portfolio highlights include Aleph Alpha, Ampeco, Flip, PlanRadar, SPREAD, and Usercentrics.",Europe;,"[{""name"":""Cavalry Ventures I GmbH & Co. KG"",""capital"":""20000000"",""vintageYear"":""2016""},{""name"":""Cavalry Ventures II GmbH & Co. KG"",""capital"":""80000000"",""vintageYear"":""2019""},{""name"":""Cavalry Ventures III GmbH & Co. KG"",""capital"":""90000000"",""vintageYear"":""2022""}]"
aaa5d17d-e1f0-ee11-904c-0022489fd083,Redstone Digital GmbH,Full Member,Berlin,Germany,Dircksenstrasse 47,,10178,,+493027592650,www.redstone.vc,GP - Independent (no parent),,Growth; Other early stage,Business Products and Services; Energy and Environment; Infrastructure;  Industry 4.0 technologies,"We founded Redstone with the vision to combine our extensive VC experience with data analytics, to understand, disrupt and reinvent methods of venture capital. As a specialized team conversant in various disciplines of VC investing. We created a unique VC-as-a-Service model that allows us to advise leading companies in their corporate venture capital activities. Together with our partners and global co-investors, we structure and operate several sector-focused funds. Our proprietary analysis platform enables us to predict industry trends, benchmark the segments and identify appropriate investment targets. As an international team of serial entrepreneurs, data scientists and investment bankers we operate globally with offices in six countries. We are here to help our clients to make better investment decisions.",Southern Europe; DACH; Nordics; France & Benelux; UK & Ireland;,"[{""name"":""Industry 4.0 Ventures Fund S.C.Sp.,SICA V-RAIF"",""capital"":""30000000"",""vintageYear"":""2020""}]"
b2abb10d-02e0-f011-8543-7c1e52faa88a,Sophora Unternehmerkapital GmbH,Full Member,Berlin,Germany,Unter den Linden 21,,10117,,+491732706473,http://www.sophora.de/,GP - Independent (no parent),47150000,Growth; Small buyout (<€15m equity),"Agriculture; Business Products and Services; Chemicals and Materials; Construction; Consumer Goods and Services; Energy and Environment; Infrastructure; Real Estate; Transportation; ; All Industry Sectors; ICT (Communications, Computer and Electronics); Financial and Insurance Activities; Biotech and Healthcare","Sophora Unternehmerkapital GmbH, based in Berlin and Munich, is an independent, owner-managed investment company 
focusing on medium-sized companies in Germany, Austria, and Switzerland. Sophora was founded in 2022 with a clear 
vision: to become a leading player in the SME sector through an interdisciplinary and focused value creation approach. 
Since then, important milestones have been achieved, with a team of more than ten dedicated professionals, each bringing 
different expertise and a shared passion for success in the SME sector.",DACH; France & Benelux; Belgium; Luxembourg; Netherlands (the);,[]
5aaf9341-e1f0-ee11-904c-0022489fd083,Swisscom (Schweiz) AG,Full Member,Bern,Switzerland,Alte Tiefenaustrasse 6,,3050,,+41798203475,ventures.swisscom.com,GP - Corporate venturer - Industrial company,,Growth; Other early stage; Seed; Start-up,"Energy and Environment; ; ICT (Communications, Computer and Electronics); Financial and Insurance Activities; Biotech and Healthcare Telecom and IT Infrastructure, Artificial Intelligence, Cybersecurity","Swisscom Ventures is the venture capital arm of Swisscom AG, the leading telecom and ICT provider in Switzerland. Since 2007, we have invested in over 70 technology companies from our offices in Switzerland (Zurich and Bern) and the USA (Silicon Valley). We invest in 8-10 new companies every year for a total volume of $50-100m p.a.
As a strategic investor, we offer entrepreneurs access to a broad range of portfolio services in addition to financial support. Those comprise the use of Swisscom’s technical infrastructure but also access to market channels and key experts in the lines of Business.",UK & Ireland; Nordics; DACH; Europe; France & Benelux; USA; Israel;,[]
c42b8b17-e1f0-ee11-904c-0022489fd083,Seed Capital de Bizkaia SA,Full Member,Bilbao,Spain,"Sabino Arana, nº 8 - 5ª Planta",,48013,,+34944164588,www.seedcapitalbizkaia.eus/en/,GP - Government - Intl organisation related,,Distressed / Rescue / Turnaround; Generalist; Growth; Infrastructure; Mezzanine; Mid market buyout (€15m-€150m equity); Secondary Stage (Secondary direct deals); Seed; Small buyout (<€15m equity); Start-up,"Agriculture; Business Products and Services; Chemicals and Materials; Energy and Environment; Transportation; ICT (Communications, Computer and Electronics); Biotech and Healthcare","Composed of five legal entities. A venture capital management company called ""Seed Capital de Bizkaia Sociedad Gestora de Entidades de Capital Riesgo, S.A."" administrator of the funds A fund, ""Seed Capital de Bizkaia, Fondo de Capital Riesgo (F.C.R)"", created in 1991 . A second fund, ""Seed Capital Bizkaia BI, Fondo de Capital Riesgo FCR"", created in 2006. A European Social Impact Fund ""Fondo de Emprendimiento e Impacto Social"" created in 2015, and a Micro-finance company ""Seed capital Mikro"" created in 2019.",Other; Spain; Bizkaia,[]
77388b17-e1f0-ee11-904c-0022489fd083,"Talde Gestión, S.G.E.I.C., S.A.",Full Member,Bilbao (Vizcaya),Spain,"c/ Elcano, 9 - 4°",,48008,,+34944355040,www.talde.com,GP - Independent (no parent),,Growth; Mid market buyout (€15m-€150m equity); Small buyout (<€15m equity),"Business Products and Services; Chemicals and Materials; Consumer Goods and Services; Energy and Environment; ; ICT (Communications, Computer and Electronics); Biotech and Healthcare Health & Leisure","Talde is a pioneering Private Equity group in Spain. The Company was founded in 1976, and it has more than 45 years of experience creating value for SMEs. Talde is a specialist in alternative investments, and carries out deals through its Private Equity and Private Debt.
Talde, with more than €300 million in assets under management, has invested in more than 160 projects, providing support mainly in periods of consolidation and expansion. We mostly invest directly in Spanish SMEs, supporting their growth processes, both through internationalization and build up strategies.
Our experienced investment team is specialized in the identification of opportunities, portfolio management and execution of business transactions. Talde generates a recurrent dealflow of more than 190 investment opportunities per year and the success of Talde is reflected in a proven satisfactory track record.",Spain; Europe;,"[{""name"":""Talde Capital Crecimiento, FCR"",""capital"":""101800000"",""vintageYear"":""2015""},{""name"":""Talde Capital Crecimiento II, FCR"",""capital"":""150000000"",""vintageYear"":""2021""},{""name"":""Talde Deuda Alternativa, FILPE"",""capital"":""68000000"",""vintageYear"":""2020""}]"
8b91c7a1-e1f0-ee11-904c-0022489fd083,ECBF Management GmbH,Full Member,Bonn,Germany,Poppelsdorfer Allee 17,,53115,NRW,+4922828634420,www.ecbf.vc,GP - Independent (no parent),297000000,Growth,"Agriculture; Business Products and Services; Chemicals and Materials; Consumer Goods and Services;  Bioeconomy (Food-Tech & Nutrition, Agri-Tech & Blue Economy, Industrial Biotech, Bio-based Materials for construction, packaging & textiles)","ECBF is the first venture fund exclusively dedicated to the (circular) bioeconomy. We invest in visionary European entrepreneurs who are driving the shift from a fossil-based to a bio-based economy.

ECBF aims to catalyze the transition towards a sustainable future by investing in biobased growth-stage companies with high potential for innovation, favorable returns, and sustainable impact. As a growth-stage venture capital fund, ECBF syndicates with private and public investors to bring circular technologies and bio-products to market, offering flexible financing tools from equity to mezzanine.

With a total of EUR 300M under management, ECBF is focused on deploying capital on attractive and impactful companies based in Europe and active in AgTech, FoodTech, Industrial Biotech and Biobased Materials (Packaging and Construction BioMaterials). Simultaneously, ECBF shares its industry expertise to raise awareness among private and public investors to increase their financial participation in bioeconomy companies.",Europe; Netherlands (the); UK & Ireland; France & Benelux; Nordics; CEE; Israel; Southern Europe; DACH; Switzerland; Ireland; Austria; Spain; Italy; Sweden; Belgium; Luxembourg; Turkey; Denmark; Finland; France; Norway; Portugal; Germany; Greece;,"[{""name"":""European Circular Bioeconomy Fund (ECBF)"",""capital"":""300000000"",""vintageYear"":""2020""}]"
ce584067-38ab-ef11-b8e9-7c1e5237bcce,Manulife Investment Management,Full Member,Boston,USA,197 Clarendon St,,2116,Massachusetts,,,GP - Infrastructure; LP - Infrastructure,1741000000,Growth; Infrastructure; Large buyout (€150m-€300m equity); Mid market buyout (€15m-€150m equity),Infrastructure,,Europe; Asia; North America;,[]
e4abd17d-e1f0-ee11-904c-0022489fd083,"Neulogy Ventures, a.s.",Full Member,Bratislava,Slovakia,Tallerova 4,,811 02,,+420605174323,www.neulogy.vc,GP - Independent (no parent),,Seed; Start-up,"Business Products and Services; Consumer Goods and Services; Energy and Environment; ICT (Communications, Computer and Electronics); Biotech and Healthcare",Founder-friendly early-stage investor in CEE.,Czechia; North Macedonia (Republic of); Bosnia and Herzegovina; Hungary; Lithuania; Romania; Poland; Slovakia; Slovenia; Albania; Croatia; Latvia; Montenegro; Serbia; CEE; Bulgaria; Estonia;,"[{""name"":""Slovak Venture Fund S.C.A., SICAR"",""capital"":""36800000"",""vintageYear"":""2014""}]"
05388b17-e1f0-ee11-904c-0022489fd083,Alpine Equity Management GmbH,Full Member,Bregenz,Austria,Rathausstrasse 6,,6900,,+43557447192,www.alpineequity.at,LP - Bank; LP - Fund of funds; LP - Insurance company,,Growth; Mid market buyout (€15m-€150m equity); Small buyout (<€15m equity); Start-up,All Industry Sectors,"Alpine Equity is a leading private equity investor based in Austria and targets mid-sized companies (buy out, growth capital, turn around) in Austria, Germany and Switzerland. Alpine Equity's experienced management has built up a cross-industry network including banks, universities, industrial companies and technical experts. Investors consist of leading banks, insurance companies, family offices and the management.",Germany; Austria; Liechtenstein; Switzerland;,[]
08a3d17d-e1f0-ee11-904c-0022489fd083,Apheon Advisors SA,Full Member,Brussels,Belgium,Blue Tower - 17th floor,Avenue Louise 326 (P.B. 17),1050,,+3222136090,www.apheon.com,GP - Independent (no parent); LP - Fund of funds,4500000000,Mid market buyout (€15m-€150m equity),All Industry Sectors,"Apheon is a pan-European mid-market private equity investment company managing €4.5 billion of assets from global institutional investors.
Apheon is characterized by its partnership approach, providing “patient and friendly capital” and industrial know-how to entrepreneurs and management teams, preparing their companies for the future.
Apheon partners with leading companies with a sustainable, competitive position in attractive niche sectors, that are headquartered in the Benelux, Italy, Spain, France and Germany, with a constant emphasis on developing their ESG journey during the investment period. Through its pan-European footprint, the firm acts as a gateway to Europe for companies in the mid-market.
Since its founding in 2005, Apheon has raised more than €5.0 billion in capital, invested in >40 companies across Europe and completed >200 add-on acquisitions with an aggregate transaction value in excess of €7.0 billion. Apheon has offices in Brussels, Milan, Madrid, Paris, Munich and Amsterdam.",Germany; Belgium; Italy; Luxembourg; Netherlands (the); Switzerland; France; Spain;,"[{""name"":""Apheon MidCap Buyout III"",""capital"":""500000000"",""vintageYear"":""2010""},{""name"":""Apheon MidCap Buyout IV"",""capital"":""581000000"",""vintageYear"":null},{""name"":""Apheon MidCap Buyout V"",""capital"":""800000000"",""vintageYear"":null},{""name"":""Apheon MidCap Buyout VI"",""capital"":""1250000000"",""vintageYear"":""2026""}]"
48098e11-e1f0-ee11-904c-0022489fd083,AvH Growth Capital NV,Full Member,Brussels,Belgium,Tervurenlaan 72,,1040,,+3238979230,www.avh.be,GP - Corporate venturer - Industrial company,,Generalist; Growth; Large buyout (€150m-€300m equity); Mega buyout (>€300m equity); Mid market buyout (€15m-€150m equity); Other early stage; Secondary Stage (Secondary direct deals),"Agriculture; Business Products and Services; Chemicals and Materials; Construction; Consumer Goods and Services; Energy and Environment; Transportation; ICT (Communications, Computer and Electronics); Financial and Insurance Activities; Biotech and Healthcare","Early stage (Life Sciences), development capital, replacement capital and buyout financing without specific exit strategy and timing, with active involvement at board level. Minimal EBITDA of € 25m focus.",France; India; Singapore; Belgium; Germany; Luxembourg; Netherlands (the);,[]
88b49341-e1f0-ee11-904c-0022489fd083,BNP Paribas Fortis,Full Member,Brussels,Belgium,Private Equity - 1CP9A,Montagne du Parc 3,1000,,+3225659542,ondernemingen.bnpparibasfortis.be/nl/campaign?n=bnp-paribas-fortis-private-equity,GP - Bank subsidiary; LP - Bank,,Generalist; Growth; Mezzanine; Mid market buyout (€15m-€150m equity); Later stage venture,"Agriculture; Business Products and Services; Chemicals and Materials; Construction; Consumer Goods and Services; Energy and Environment; Infrastructure; Transportation; ICT (Communications, Computer and Electronics); Financial and Insurance Activities; Biotech and Healthcare","BNP Paribas Fortis Private Equity is the private equity branch of BNP Paribas Fortis.
The Direct Investments team aims at supporting and developing scale-up and (mid-sized) mature companies with a Belgian link by providing the necessary financial (quasi-) equity support and expertise. Investments (minority equity, mezzanine and unitranche) start from EUR 1m (sweet spot between EUR 3 and 20m) in growth, replacement or (leveraged) buy-out / buy-in transactions with a targeted investment horizon from 5 to 7 years. BNPPF PE acts as a strategic partner alongside management teams or co-investors.
The Fund Investments team invests in top tier private equity, venture capital and growth capital funds (typical ticket size between EUR 3 and 20m) with a Belgian link and with a commitment to generate co-investment opportunities.",Belgium;,[]
7689c7a1-e1f0-ee11-904c-0022489fd083,M80 Partners,Full Member,Brussels,Belgium,158 rue de Livourne,,1000,,+32478011941,www.m80partners.com,GP - Independent (no parent),,Growth; Mid market buyout (€15m-€150m equity); Small buyout (<€15m equity),Business Products and Services; Consumer Goods and Services;  Healthcare,"M80 is an investor in companies in Benelux and France. We seek out ambitious companies that embrace change and we work with them to create and realise their potential. Our diverse international team of entrepreneurs, former CEO's, private equity professionals and digital pioneers will inspire, challenge and support companies to generate meaningful value for their customers, employees, owners and investors.",France; Luxembourg; Netherlands (the); Belgium;,"[{""name"":""M80 Capital"",""capital"":""209777549"",""vintageYear"":""2018""}]"
3a098e11-e1f0-ee11-904c-0022489fd083,Merifin Capital,Full Member,Brussels,Belgium,Place Flagey 18,,1050,,+3226462580,www.merifin.com,GP - Independent (no parent),,Distressed / Rescue / Turnaround; Generalist; Growth; Infrastructure; Large buyout (€150m-€300m equity); Mega buyout (>€300m equity); Mezzanine; Mid market buyout (€15m-€150m equity); Other early stage; Secondary Stage (Secondary direct deals); Seed; Small buyout (<€15m equity); Start-up,All Industry Sectors,A private international investment group.,All Countries;,[]
ae1c8c47-e1f0-ee11-904c-0022489fd083,Riverside Europe Partners BVBA,Full Member,Brussels,Belgium,Boulevard du Souverain 25,,1170,,+3226262121,www.riversideeurope.com,GP - Independent (no parent),,Growth; Mid market buyout (€15m-€150m equity); Small buyout (<€15m equity),All Industry Sectors,"The Riverside Company is a global private equity firm focused on the lower end of the middle market and is one of the industry’s most experienced leveraged buyout investors, having completed over 1000 acquisitions since 1988. Riverside invests in premier companies valued up to €250 million and partners with strong management teams to build companies through add-ons and value-added growth. The firm has offices staffed with locals across North America, Europe, and the Asia-Pacific region. To learn more visit www.riversidecompany.com",Europe;,[]
21afd17d-e1f0-ee11-904c-0022489fd083,Telos Impact Investing srl,Full Member,Brussels,Belgium,19 rue Vilain XIIII,,1000,,+3223583117,www.telosimpact.com,LP - Fund of funds,63681040,Growth; Other early stage; Start-up; Later stage venture,Agriculture; Business Products and Services; Chemicals and Materials; Construction; Consumer Goods and Services; Energy and Environment; Transportation; Biotech and Healthcare,"Telos Impact was established in 2015. The firm is active in impact investing through its own funds, as well as through managing third-party accounts for private investors and foundations. In 2023, Telos Impact raised a €64m closed-ended fund of fund vehicle dedicated to climate fund managers across Europe.",Europe;,"[{""name"":""Telos Climate Fund I Scomm"",""capital"":""63681041"",""vintageYear"":""2023""}]"
c88dc7a1-e1f0-ee11-904c-0022489fd083,Temasek International Pte. Ltd. Brussels Representative Office,Full Member,Brussels,Belgium,Rue de la Loi 223/2,,1000,,+3227863103,www.temasek.com.sg,GP - Independent (no parent),,Growth; Large buyout (€150m-€300m equity); Mega buyout (>€300m equity); Mid market buyout (€15m-€150m equity),"Agriculture; Business Products and Services; Chemicals and Materials; Consumer Goods and Services; Energy and Environment; Transportation; ; ICT (Communications, Computer and Electronics); Financial and Insurance Activities; Biotech and Healthcare Technology, e-commerce","Temasek is a global investment company founded in 1974 and headquartered in Singapore. Temasek is present with 13 offices across 9 countries. Net Portfolio value as of 1st March 2024 is EUR 267bn We are a generational investor with a long term investment horizon and because we invest off our own balance sheet, we are not constrained by ‘fund life’. As an owner investor, we are mostly invested in equities but do not set limits for geographies, sectors, or asset classes.
Our global portfolio spans a broad spectrum of industries: financial services; telecommunications, media & technology; consumer & real estate; transportation & industrials; as well as life sciences & agri-food.
- 27% Singapore
- 19% China
- 22% Americas
- 13% Europe, Middle East & Africa Our compounded annualized Total Shareholder Return since inception in 1974 is 14% in Singapore dollar terms. We have an overall credit rating of Aaa/AAA by Moody’s Investors Service (Moody’s) and S&P Global Ratings (S&P) respectively.","Spain; Switzerland; France & Benelux; Korea, South; Germany; Ireland; Asia; Belgium; Italy; Australia - New Zealand; Asia; Denmark; Norway; Southern Europe; Nordics; UK & Ireland; India; Portugal; United Kingdom; Israel; Finland; France; Netherlands (the); Sweden; Luxembourg; Austria; DACH; China; Singapore; ",[]
1188c7a1-e1f0-ee11-904c-0022489fd083,ROCA X Management S.R.L.,Full Member,Bucharest,Romania,"Gara Herastrau street, no. 4","Building A, 3rd Floor, Module 26",20334,,+40213266014,rocax.ro/,GP - Independent (no parent),,Seed; Start-up,"Business Products and Services; ICT (Communications, Computer and Electronics)","Launched in 2019, Roca X Startup SA (Roca X) is the largest privately funded VC in Romania and Roca X Management is the 1st and only accredited EUVeCa AIFM (Alternative Investment Fund Manager) in Romania since.
Vertical agnostic tech fund, with a particular focus on MedTech, EduTech, FinTech, DeepTech and Green Energy, Roca X targets EU based Pre Seed to Series A Start ups and currently holds a portfolio of 30 companies.",CEE; Israel; Europe;,"[{""name"":""Societatea de Investitii Alternative cu Capital de Risc ROCA X Start-up S.A."",""capital"":""11600000"",""vintageYear"":""2019""}]"
667fc7a1-e1f0-ee11-904c-0022489fd083,GB & Partners Investment Management Ltd.,Full Member,Budapest,Hungary,Széchenyi István tér 7-8.,"Tower C, Floor 4",1051,,+3615060430,www.gbpim.com/en/home_en/,GP - Independent (no parent),156991000,Generalist; Growth; Mid market buyout (€15m-€150m equity); Other early stage; Secondary Stage (Secondary direct deals); Small buyout (<€15m equity),"Business Products and Services; Chemicals and Materials; Consumer Goods and Services; Infrastructure; Transportation; ICT (Communications, Computer and Electronics); Financial and Insurance Activities; Biotech and Healthcare","GB & Partners is an investment manager for VC and PE funds focusing on investment opportunities where partnership with dynamic and visionary management teams to accelerate the growth and the international expansion of businesses is possible.
GB & Partners wishes to invest into companies not only with growth capital but also with experienced business development teams to help companies to local success to leapfrog directly into the international markets.",China; Canada; United Kingdom; UK & Ireland; Nordics; Hungary; DACH; Germany; Italy; France & Benelux; Europe; Southern Europe; CEE; USA;,"[{""name"":""KIM PE Fund"",""capital"":""36000000"",""vintageYear"":""2021""},{""name"":""EXIM Cross-Border Fund"",""capital"":""140000000"",""vintageYear"":""2016""},{""name"":""GBP I Fund"",""capital"":""7600000"",""vintageYear"":""2018""}]"
2aa4d17d-e1f0-ee11-904c-0022489fd083,Hiventures Plc,Full Member,Budapest,Hungary,Kapás u. 6-12.,,1027,,,www.hiventures.hu/en,GP - Government - Intl organisation related,,Distressed / Rescue / Turnaround; Generalist; Growth; Other early stage; Seed; Small buyout (<€15m equity); Start-up,All Industry Sectors,As one of the largest and most active venture capital fund partners in Central and Eastern Europe our mission is to create new ways of equity funding for innovative small and medium-sized enterprises with high growth potential as well as more traditional businesses for the purpose of establishing a sustainable and competitive SME and enterprise ecosystem both in Hungary and in the region.,Hungary;,"[{""name"":""R&D and Innovation State Capital Fund"",""capital"":""85000000"",""vintageYear"":""2017""},{""name"":""Info-communication State Capital Fund"",""capital"":""17000000"",""vintageYear"":""2017""},{""name"":""Business Infocommunication, Digitization Capital Fund"",""capital"":""26000000"",""vintageYear"":""2018""}]"
39338b17-e1f0-ee11-904c-0022489fd083,Waterland Private Equity Investments BV,Full Member,Bussum,Netherlands (the),Brediusweg 16,,1401 AG,,+31356941680,www.waterland.nu,GP - Independent (no parent),,Generalist; Growth; Large buyout (€150m-€300m equity); Mid market buyout (€15m-€150m equity); Small buyout (<€15m equity),"Business Products and Services; Consumer Goods and Services; Energy and Environment; ICT (Communications, Computer and Electronics); Financial and Insurance Activities","Waterland is an independent private equity investment group that supports entrepreneurs in realising their growth ambitions. With substantial financial resources and committed industry expertise, Waterland enables its portfolio companies to achieve accelerated growth both organically and through acquisitions. Waterland acts as an active shareholder in its portfolio companies, playing a key role in their strategic and operational development, growth and performance. With its experienced, entrepreneurial investment team, Waterland aims to help ambitious entrepreneurs attain a strong market position in today’s increasingly competitive business environment. To date, Waterland has made investments in over 950 companies. Waterland Private Equity Investments B.V. is registered as a fund manager in the register maintained by the Dutch regulator, the AFM (Autoriteit Financiële Markten).",Italy; Sweden; Denmark; Poland; United Kingdom; Austria; Finland; Germany; Iceland; Norway; Spain; Nordics; Belgium; France; Netherlands (the); DACH; UK & Ireland; Ireland; Southern Europe; Portugal; Switzerland; Luxembourg; France & Benelux;,[]
3f2f8b17-e1f0-ee11-904c-0022489fd083,Amadeus Capital Partners,Full Member,Cambridge,United Kingdom,Suite One,"2nd Floor, 2 Quayside",CB5 8AB,,+443300240777,www.amadeuscapital.com,GP - Independent (no parent),,Growth; Secondary Stage (Secondary direct deals); Seed; Small buyout (<€15m equity); Start-up,"; ICT (Communications, Computer and Electronics) Medtech, FinTech, Cyber Security, AI, New Materials, Machine Learning","Amadeus Capital Partners is a global technology investor. Since 1997, the firm has backed more than 160 companies and raised over $1 billion for investment.
Amadeus backs entrepreneurs to win. Based on our experience of investing in over 160 companies, we bring the know-how and networks to help entrepreneurs build great companies, from early stage to global growth. We are focused on AI & machine learning, online consumer services, cyber security, digital health and medical technology, digital media, enterprise SaaS, fintech, regtech and insurtech.",South America; USA; Other; Europe; Central America and the Caribbean; Asia; Africa; Americas,[]
9f218c47-e1f0-ee11-904c-0022489fd083,IQ Capital Partners LLP,Full Member,Cambridge,United Kingdom,IQ Capital Partners Llp,95 Regent Street,CB2 1AW,,+447908892259,iqcapital.vc/,GP - Independent (no parent),,Growth; Seed; Start-up,"Business Products and Services; Energy and Environment; ; ICT (Communications, Computer and Electronics); Financial and Insurance Activities; Biotech and Healthcare Deep-Tech","IQ Capital is the leading deeptech venture capital firm. Based in London and Cambridge, IQ Capital invests in early-stage deeptech businesses using hard-to-replicate technology in massive global markets – across sectors including software, hardware, materials, health tech, and life sciences.
IQ Capital’s 50+ portfolio companies are visionaries and address some of the toughest problems in the world to dominate their respective markets on a global scale and grow rapidly to become sector leaders. Our initial investments at Seed and Series A range from £0.5m to £10m, with the capacity for follow-on investment of up to £30m through our Growth Funds.
The IQ Capital team has achieved over 20 exits, to companies including M&A to Apple, Google, Facebook, Oracle, and several IPOs. IQ Capital has led over 30 investments in the last three years in outstanding companies including Thought Machine, FNA, Paragraf, causaLens, Neurovalens, BMLL, Nyobolt, CybSafe, Mytos & AI Build.",United Kingdom; Europe;,"[{""name"":""IQ Capital Fund IV"",""capital"":""187189018"",""vintageYear"":""2021""},{""name"":""IQ Capital Fund III LP"",""capital"":""163807000"",""vintageYear"":""2018""},{""name"":""IQ Capital Growth Fund I"",""capital"":""119900000"",""vintageYear"":""2019""}]"
2b2a8b17-e1f0-ee11-904c-0022489fd083,Western Development Commission,Full Institutional Investor Member,Co.  Roscommon,Ireland,Dillon House,Ballaghaderreen,F45 WY26,,+353949861441,www.wdc.ie/wdc-investment-fund,GP - Government - Intl organisation related; LP - Government - Intl organisation related,,Generalist; Growth; Other early stage; Seed; Start-up,"Business Products and Services; Chemicals and Materials; Consumer Goods and Services; Energy and Environment; ICT (Communications, Computer and Electronics); Biotech and Healthcare",The WDC Investment Fund which provides seed and venture capital funding on a commercial basis to SMEs in the Western Region of Ireland.,Ireland; Other; West of Ireland ONLY,[]
9199d17d-e1f0-ee11-904c-0022489fd083,Ampega Asset Management GmbH,Full Institutional Investor Member,Cologne,Germany,Charles-de-Gaulle-Platz 1,,50679,,+49221790799230,www.ampega.de,GP - Insurance company subsidiary; LP - Fund of funds,,Distressed / Rescue / Turnaround; Generalist; Growth; Infrastructure; Large buyout (€150m-€300m equity); Mega buyout (>€300m equity); Mezzanine; Mid market buyout (€15m-€150m equity); Other early stage; Secondary Stage (Secondary direct deals); Seed; Small buyout (<€15m equity); Start-up,All Industry Sectors,"Ampega Asset Management GmbH is the asset manager for Talanx AG, the third largest insurance group in Germany. After the merger with Gerling in 2006, the company has about EUR 180 bn under management. Managing a broad range of investments, the group has over 40 years experience in private equity.",North America; Canada; USA; Europe; Asia;,[]
8898d17d-e1f0-ee11-904c-0022489fd083,Capnamic,Full Member,Cologne,Germany,Kaiser-Wilhelm-Ring 17-21,,50672,,+4922167781930,www.capnamic.com,GP - Independent (no parent),,Seed; Start-up,"Business Products and Services; Consumer Goods and Services; ICT (Communications, Computer and Electronics)","Capnamic (www.capnamic.com) is one of Europe’s leading early-stage Venture Capital firms, with offices in Berlin, Cologne and Munich. The VC invests most of its funds in tech-startups in the German-speaking region. Beyond that, Capnamic joins forces with international co-investors. All portfolio companies are supported through Capnamic’s global network of established industry partners. The venture capital firm combines expertise drawn from more than 80 investments, 13 IPOs and a strong entrepreneurial track record in the team. The general partners are Christian Siegele, Jörg Binnenbrücker, Christian Knott and Olaf Jacobi. For more details: www.capnamic.com.",Germany; Austria; Switzerland;,"[{""name"":""Capnamic Ventures Fund II"",""capital"":""115000000"",""vintageYear"":""2016""},{""name"":""Capnamic Ventures Fund III"",""capital"":""190000000"",""vintageYear"":""2021""}]"
4fe6bfa7-e1f0-ee11-904c-0022489fd083,coparion Komplementär GmbH,Full Member,Cologne,Germany,Ottoplatz 6,,50679,,,coparion.vc,GP - Independent (no parent),,Growth; Start-up,Business Products and Services; Biotech and Healthcare,"coparion is funded by the federal ministry of economics and climate protection, the KFW Capital and the European Investment Bank. With a fund size of 275m EUR we invest up to 15m EUR per company. Our investment focus is on young tech companies in the start-up and early growth stage. 

The investment period of coparion ended in September 2022 (end of term is the 31 december 2026) so we primarily manage the portfolio, do exits and follow on investments. 

Due to our analytical und fundamental investment approach and experienced team coparion can provide an excellence fund performance. Key figures such as the TVPI or IRR confirm that.  

We are also in the process of fundraising (first close is planned for 2024) for a successor fund.",Germany;,[]
b6398b17-e1f0-ee11-904c-0022489fd083,Polaris Private Equity,Full Member,Copenhagen,Denmark,Malmoegade 3,,2100,,+4535263574,www.polarisequity.dk,GP - Independent (no parent),,Mid market buyout (€15m-€150m equity); Small buyout (<€15m equity),"Agriculture; Business Products and Services; Consumer Goods and Services; Energy and Environment; Transportation; ICT (Communications, Computer and Electronics)","Polaris is a leading Nordic lower mid-market private equity company (sweet spot between €30-150m) investing in Denmark and Sweden. Since its foundation in 1998, over 1.2 billion Euros have been raised in four different funds and Polaris currently invests out of Fund IV with a total fund size of €448m",Sweden; Denmark;,"[{""name"":""Polaris Private Equity II"",""capital"":""270000000"",""vintageYear"":""2005""},{""name"":""Polaris Private Equity III"",""capital"":""365000000"",""vintageYear"":""2009""},{""name"":""Polaris Private Equity IV"",""capital"":""448000000"",""vintageYear"":""2015""}]"
a3328b17-e1f0-ee11-904c-0022489fd083,ATP Private Equity Partners,Full Institutional Investor Member,Copenhagen K,Denmark,Gothersgade 49,3rd Floor,1123,,+4533193070,www.atp-pep.com,GP - Pension fund subsidiary; LP - Pension fund,9200000000,Distressed / Rescue / Turnaround; Growth; Large buyout (€150m-€300m equity); Mega buyout (>€300m equity); Mid market buyout (€15m-€150m equity); Secondary Stage (Secondary direct deals); Small buyout (<€15m equity),"Business Products and Services; Chemicals and Materials; Construction; Consumer Goods and Services; Energy and Environment; ICT (Communications, Computer and Electronics); Financial and Insurance Activities","The limited partner is ATP. The ATP PEP funds are managed by Private Equity Advisors, a subsidiary of ATP.",Canada; USA; Europe;,[]
